Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
Альфа-Банк;1326;5;2019-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;13209;0;0;0
Альфа-Банк;1326;5;2019-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;13210;0;0;0
Альфа-Банк;1326;5;2019-01-01;в негосударственных финансовых организациях;13211;0;0;0
Альфа-Банк;1326;5;2019-01-01;в негосударственных коммерческих организациях;13212;0;0;0
Альфа-Банк;1326;5;2019-01-01;в негосударственных некоммерческих организациях;13213;0;0;0
Альфа-Банк;1326;5;2019-01-01;в юридических лицах - нерезидентах;13214;0;0;0
Альфа-Банк;1326;5;2019-01-01;в кредитных организациях;13215;0;0;0
Альфа-Банк;1326;5;2019-01-01;в банках-нерезидентах;13216;0;0;0
Альфа-Банк;1326;5;2019-01-01;в Банке России;13217;0;0;0
Альфа-Банк;1326;5;2019-01-01;индивидуальным предпринимателям;13218;0;0;0
Альфа-Банк;1326;5;2019-01-01;гражданам (физическим лицам);13219;0;0;0
Альфа-Банк;1326;5;2019-01-01;физическим лицам - нерезидентам;13220;0;0;0
Альфа-Банк;1326;5;2019-01-01;в Банке России;13301;0;0;0
Альфа-Банк;1326;5;2019-01-01;в кредитных организациях;13302;0;0;0
Альфа-Банк;1326;5;2019-01-01;в банках-нерезидентах;13303;0;0;0
Альфа-Банк;1326;5;2019-01-01;в Банке России;13401;0;0;0
Альфа-Банк;1326;5;2019-01-01;в кредитных организациях;13402;0;0;0
Альфа-Банк;1326;5;2019-01-01;в банках-нерезидентах;13403;0;0;0
Альфа-Банк;1326;5;2019-01-01;Российской Федерации;13501;0;0;0
Альфа-Банк;1326;5;2019-01-01;субъектов Российской Федерации и органов местного самоуправления;13502;0;0;0
Альфа-Банк;1326;5;2019-01-01;Банка России;13503;0;0;0
Альфа-Банк;1326;5;2019-01-01;кредитных организаций;13504;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих резидентов;13505;0;0;0
Альфа-Банк;1326;5;2019-01-01;иностранных государств;13506;0;0;0
Альфа-Банк;1326;5;2019-01-01;банков-нерезидентов;13507;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих нерезидентов;13508;0;0;0
Альфа-Банк;1326;5;2019-01-01;Российской Федерации;13601;0;0;0
Альфа-Банк;1326;5;2019-01-01;субъектов Российской Федерации и органов местного самоуправления;13602;0;0;0
Альфа-Банк;1326;5;2019-01-01;Банка России;13603;0;0;0
Альфа-Банк;1326;5;2019-01-01;кредитных организаций;13604;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих резидентов;13605;0;0;0
Альфа-Банк;1326;5;2019-01-01;иностранных государств;13606;0;0;0
Альфа-Банк;1326;5;2019-01-01;банков-нерезидентов;13607;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих нерезидентов;13608;0;0;0
Альфа-Банк;1326;5;2019-01-01;Российской Федерации;13701;0;0;0
Альфа-Банк;1326;5;2019-01-01;субъектов Российской Федерации и органов местного самоуправления;13702;0;0;0
Альфа-Банк;1326;5;2019-01-01;Банка России;13703;0;0;0
Альфа-Банк;1326;5;2019-01-01;кредитных организаций;13704;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих резидентов;13705;0;0;0
Альфа-Банк;1326;5;2019-01-01;иностранных государств;13706;0;0;0
Альфа-Банк;1326;5;2019-01-01;банков-нерезидентов;13707;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих нерезидентов;13708;0;0;0
Альфа-Банк;1326;5;2019-01-01;органов федеральной власти;13801;0;0;0
Альфа-Банк;1326;5;2019-01-01;органов власти субъектов Российской Федерации и органов местного самоуправления;13802;0;0;0
Альфа-Банк;1326;5;2019-01-01;кредитных организаций;13803;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих резидентов;13804;0;0;0
Альфа-Банк;1326;5;2019-01-01;органов государственной власти иностранных государств;13805;0;0;0
Альфа-Банк;1326;5;2019-01-01;органов местной власти иностранных государств;13806;0;0;0
Альфа-Банк;1326;5;2019-01-01;банков-нерезидентов;13807;0;0;0
Альфа-Банк;1326;5;2019-01-01;прочих нерезидентов;13808;0;0;0
Альфа-Банк;1326;5;2019-01-01;от Банка России;14101;0;0;0
Альфа-Банк;1326;5;2019-01-01;от кредитных организаций;14102;0;0;0
Альфа-Банк;1326;5;2019-01-01;от банков-нерезидентов;14103;0;0;0
Альфа-Банк;1326;5;2019-01-01;от иностранных государств;14104;0;0;0
Альфа-Банк;1326;5;2019-01-01;от других кредиторов;14105;0;0;0
Альфа-Банк;1326;5;2019-01-01;финансовых организаций, находящихся в федеральной собственности;14201;0;0;0
Альфа-Банк;1326;5;2019-01-01;коммерческих организаций, находящихся в федеральной собственности;14202;0;0;0
Альфа-Банк;1326;5;2019-01-01;некоммерческих организаций, находящихся в федеральной собственности;14203;0;0;0
Альфа-Банк;1326;5;2019-01-01;финансовых организаций, находящихся в государственной (кроме федеральной) собственности;14204;0;0;0
Альфа-Банк;1326;5;2019-01-01;коммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14205;0;0;0
Альфа-Банк;1326;5;2019-01-01;некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14206;0;0;0
